id_arbol,especie,latitud,longitud
1349149528,broadleaved,37.396149,-6.0099682
1349149535,broadleaved,37.3960957,-6.0095927
1349149538,broadleaved,37.3958954,-6.0097912
1349149542,broadleaved,37.3960595,-6.0094988
1349149543,broadleaved,37.3960553,-6.0101211
1349149544,broadleaved,37.3959061,-6.0094452
1349149545,broadleaved,37.3961257,-6.0100457
1349162533,broadleaved,37.398439,-6.0067663
1349162537,broadleaved,37.3989844,-6.006879
1349162544,broadleaved,37.3987842,-6.0068763
1349162549,broadleaved,37.3989206,-6.0068763
1349162552,broadleaved,37.3981086,-6.0067073
1349162553,broadleaved,37.3985242,-6.0068092
1349162564,broadleaved,37.3981918,-6.0067234
1349162569,broadleaved,37.3980061,-6.0072016
1349162574,broadleaved,37.3980168,-6.0072553
1349162577,broadleaved,37.3979869,-6.0072553
1349162583,broadleaved,37.3980382,-6.0070273
1349162584,broadleaved,37.3979806,-6.0074993
1349162586,broadleaved,37.39807,-6.0075235
1349162588,broadleaved,37.3986116,-6.0068307
1349162589,broadleaved,37.3986934,-6.0068498
1349162591,broadleaved,37.3980317,-6.0075047
1349162601,broadleaved,37.3990078,-6.0071177
1349165365,broadleaved,37.3968641,-6.0078131
1349165370,broadleaved,37.3975539,-6.0079139
1349165376,broadleaved,37.3983515,-6.0079686
1349165378,broadleaved,37.3982512,-6.0079633
1349165379,broadleaved,37.3974605,-6.0078995
1349165389,broadleaved,37.3981179,-6.0079342
1349165392,broadleaved,37.3968406,-6.0078345
1349165400,broadleaved,37.3977379,-6.0079157
1349165405,broadleaved,37.3978397,-6.0079182
1349165406,broadleaved,37.3979824,-6.0079309
1350070729,Phytolacca dioica,37.3980296,-6.0080652
1350111999,Citrus × aurantium,37.386333,-5.992966
1350112000,Citrus × aurantium,37.3863911,-5.9929734
1350112001,Citrus × aurantium,37.3864439,-5.9930555
1350112002,Citrus × aurantium,37.3863641,-5.9933398
1350112003,Citrus × aurantium,37.3862223,-5.9928772
1350112004,Citrus × aurantium,37.3863114,-5.9932607
1350112005,Citrus × aurantium,37.3861899,-5.9933164
1350112006,Citrus × aurantium,37.3861845,-5.9933895
1350112007,Citrus × aurantium,37.3862007,-5.9931707
1350112008,Citrus × aurantium,37.3862115,-5.9930234
1350112009,Citrus × aurantium,37.3863169,-5.9931856
1350112010,Citrus × aurantium,37.3862534,-5.9932513
1350112011,Citrus × aurantium,37.3862798,-5.9928848
1350112012,Citrus × aurantium,37.3863695,-5.9932658
1350112013,Citrus × aurantium,37.3864702,-5.9935005
1350112014,Citrus × aurantium,37.3861684,-5.9936077
1350112015,Citrus × aurantium,37.3864118,-5.9934923
1350112016,Citrus × aurantium,37.3863749,-5.9931937
1350112017,Citrus × aurantium,37.3862745,-5.9929586
1350112018,Citrus × aurantium,37.3862954,-5.9934778
1350112019,Citrus × aurantium,37.3863008,-5.9934041
1350112020,Citrus × aurantium,37.3862847,-5.9936234
1350112021,Citrus × aurantium,37.3865078,-5.9929887
1350112022,Citrus × aurantium,37.3864594,-5.993647
1350112023,Citrus × aurantium,37.3864916,-5.993209
1350112024,Citrus × aurantium,37.3863587,-5.9934121
1350112025,Citrus × aurantium,37.3864385,-5.9931284
1350112026,Citrus × aurantium,37.386497,-5.9931359
1350112027,Citrus × aurantium,37.3863384,-5.9928927
1350112028,Citrus × aurantium,37.3862481,-5.993324
1350112029,Citrus × aurantium,37.3862586,-5.9931788
1350112030,Citrus × aurantium,37.3863857,-5.9930471
1350112031,Citrus × aurantium,37.3863276,-5.9930396
1350112032,Citrus × aurantium,37.386401,-5.9936387
1350112033,Citrus × aurantium,37.3863802,-5.9931211
1350112034,Citrus × aurantium,37.3864755,-5.9934286
1350112035,Citrus × aurantium,37.3862428,-5.9933976
1350112036,Citrus × aurantium,37.3863965,-5.9929009
1350112037,Citrus × aurantium,37.3864809,-5.9933552
1350112038,Citrus × aurantium,37.3864493,-5.9929814
1350112039,Citrus × aurantium,37.3863533,-5.9934852
1350112040,Citrus × aurantium,37.3862271,-5.9936158
1350112041,Citrus × aurantium,37.3862169,-5.9929509
1350112042,Citrus × aurantium,37.3863479,-5.9935583
1350112043,Citrus × aurantium,37.3862376,-5.9934698
1350112044,Citrus × aurantium,37.3864547,-5.9929077
1350112045,Citrus × aurantium,37.3865131,-5.9929161
1350112046,Citrus × aurantium,37.3864331,-5.9932017
1350112047,Citrus × aurantium,37.3863061,-5.9933319
1350112048,Citrus × aurantium,37.3864224,-5.993347
1350112049,Citrus × aurantium,37.3861791,-5.993463
1350112050,Citrus × aurantium,37.3863222,-5.9931136
1350112051,Citrus × aurantium,37.3864278,-5.993274
1350112052,Citrus × aurantium,37.3865023,-5.9930639
1350112053,Citrus × aurantium,37.38629,-5.9935505
1350112054,Citrus × aurantium,37.3864171,-5.9934201
1350112055,Citrus × aurantium,37.3864862,-5.9932821
1350112056,Citrus × aurantium,37.3862323,-5.9935426
1350112057,Citrus × aurantium,37.3862639,-5.9931054
1350112058,Citrus × aurantium,37.3864063,-5.9935663
1350112059,Citrus × aurantium,37.3861737,-5.9935358
1350112060,Citrus × aurantium,37.3863426,-5.9936309
1350112061,Citrus × aurantium,37.3862692,-5.9930317
1350112062,Citrus × aurantium,37.3862061,-5.9930973
1350112063,Citrus × aurantium,37.3864648,-5.993573
1350112064,Citrus × aurantium,37.3861953,-5.9932431
1519661487,Citrus × aurantium,37.3845979,-5.9912508
1519661497,Citrus × aurantium,37.3846158,-5.9912158
1519661505,Citrus × aurantium,37.3846248,-5.9912761
1519661519,Citrus × aurantium,37.3846377,-5.9911762
1519661524,Citrus × aurantium,37.3846429,-5.9912417
1519661529,Citrus × aurantium,37.3846568,-5.9913077
1519661535,Citrus × aurantium,37.3846583,-5.9911373
1519661559,Citrus × aurantium,37.3846641,-5.9912022
1519661565,Citrus × aurantium,37.3846768,-5.9912737
1519661569,Citrus × aurantium,37.3846801,-5.991098
1519661573,Citrus × aurantium,37.3846855,-5.9911628
1519661580,Citrus × aurantium,37.3846895,-5.9913384
1519661604,Citrus × aurantium,37.3847014,-5.9910583
1519661607,Citrus × aurantium,37.3847068,-5.9911227
1519661612,Citrus × aurantium,37.3847096,-5.9913055
1519661613,Citrus × aurantium,37.3847198,-5.9910244
1519661637,Citrus × aurantium,37.3847219,-5.99137
1519661644,Citrus × aurantium,37.3847282,-5.9910836
1519661649,Citrus × aurantium,37.3847415,-5.9913376
1519661653,Citrus × aurantium,37.3847466,-5.9910491
1519661672,Citrus × aurantium,37.3847541,-5.9914011
1519661679,Citrus × aurantium,37.3847607,-5.9911138
1519661682,Citrus × aurantium,37.384774,-5.9913678
1519661686,Citrus × aurantium,37.3847796,-5.9910791
1519661708,Citrus × aurantium,37.3847855,-5.9914319
1519661709,Citrus × aurantium,37.3847932,-5.9911441
1519661711,Citrus × aurantium,37.3848056,-5.9913987
1519661714,Citrus × aurantium,37.3848131,-5.9911104
1519661718,Citrus × aurantium,37.3848184,-5.9914634
1519661742,Citrus × aurantium,37.3848267,-5.9911741
1519661746,Citrus × aurantium,37.3848385,-5.9914308
1519661749,Citrus × aurantium,37.3848468,-5.9911413
1519661750,Citrus × aurantium,37.3848513,-5.9914942
1519661773,Citrus × aurantium,37.3848601,-5.991205
1519661779,Citrus × aurantium,37.3848709,-5.9914616
1519661784,Citrus × aurantium,37.3848798,-5.9911714
1519661788,Citrus × aurantium,37.3848835,-5.9915252
1519661799,Citrus × aurantium,37.3848937,-5.9912361
1519661805,Citrus × aurantium,37.3849031,-5.9914928
1519661813,Citrus × aurantium,37.3849131,-5.9912028
1519661820,Citrus × aurantium,37.3849159,-5.9915564
1519661831,Citrus × aurantium,37.3849263,-5.9912663
1519661834,Citrus × aurantium,37.3849354,-5.9915225
1519661837,Citrus × aurantium,37.3849466,-5.991233
1519661841,Citrus × aurantium,37.3849749,-5.9916131
1519661855,Citrus × aurantium,37.3849596,-5.9912977
1519661858,Citrus × aurantium,37.3849672,-5.9915539
1519661863,Citrus × aurantium,37.3849799,-5.9912643
1519661870,Citrus × aurantium,37.3849941,-5.9915795
1519661878,Citrus × aurantium,37.3849906,-5.9915136
1519661889,Citrus × aurantium,37.3849931,-5.9913289
1519661897,Citrus × aurantium,37.3850129,-5.991295
1519661901,Citrus × aurantium,37.385014,-5.9914725
1519661905,Citrus × aurantium,37.3850174,-5.9915387
1519661919,Citrus × aurantium,37.3850274,-5.9913604
1519661921,Citrus × aurantium,37.3850379,-5.9914322
1519661924,Citrus × aurantium,37.3850403,-5.9914976
1519661926,Citrus × aurantium,37.3850467,-5.9913261
1519661943,Citrus × aurantium,37.3850606,-5.9913912
1519661947,Citrus × aurantium,37.3850642,-5.9914566
1519661951,Citrus × aurantium,37.3850808,-5.9913567
1519661955,Citrus × aurantium,37.3850884,-5.991416
1519661971,Citrus × aurantium,37.3851068,-5.9913823
1720435960,Citrus,37.3878428,-5.9891963
1721577597,desconocida,37.3840234,-5.9874409
1721577600,Ficus macrophylla,37.3840998,-5.98789
1721577603,desconocida,37.3842934,-5.9881471
1721577605,desconocida,37.3844109,-5.9878897
1721577607,desconocida,37.3845207,-5.9881275
1721577627,desconocida,37.3846191,-5.9881659
1721577630,desconocida,37.3845967,-5.9882265
1721577631,desconocida,37.3846521,-5.9869969
1721620246,desconocida,37.3839789,-5.9873024
1721620248,desconocida,37.38417,-5.987921
1721620249,desconocida,37.3843356,-5.9881127
1721620250,desconocida,37.3843811,-5.9879293
1721620251,desconocida,37.3844396,-5.988115
1721620252,desconocida,37.3845309,-5.9882916
1721620253,desconocida,37.3845439,-5.9878517
1721620254,desconocida,37.3845725,-5.9870279
1721620255,desconocida,37.384581,-5.9875647
1721620256,desconocida,37.3846049,-5.9876389
1721620258,desconocida,37.3846231,-5.9876927
1721620259,desconocida,37.3846563,-5.9881482
1721620260,desconocida,37.3846567,-5.9875149
1721620261,desconocida,37.3846568,-5.9873537
1721620262,desconocida,37.3846837,-5.9876196
1721620263,desconocida,37.3847143,-5.9869559
1721620264,desconocida,37.38476,-5.9869165
1721620265,desconocida,37.3847743,-5.987581
1721620266,desconocida,37.3847847,-5.9871186
1721620267,desconocida,37.3848216,-5.987395
1721620268,desconocida,37.3848235,-5.9872044
1721620269,desconocida,37.3848355,-5.9875202
1721620270,desconocida,37.384873,-5.9872131
1721620271,desconocida,37.3848768,-5.987355
1721620272,desconocida,37.3849168,-5.987098
1721620273,desconocida,37.3849661,-5.9868363
1721620274,desconocida,37.3849754,-5.9870669
1721620275,desconocida,37.3850241,-5.9868071
1721620276,desconocida,37.3850264,-5.9873768
1721620277,desconocida,37.3850551,-5.9875443
1721620278,desconocida,37.3850768,-5.9873377
1721620279,desconocida,37.3851007,-5.9877214
1721620280,desconocida,37.3851137,-5.9872504
1721620281,desconocida,37.3851321,-5.9876611
1721620282,desconocida,37.3851485,-5.9876586
1721620283,desconocida,37.3851896,-5.9875942
1721620284,desconocida,37.3851965,-5.9874341
1721620285,desconocida,37.3851969,-5.9872332
1721620286,desconocida,37.3852115,-5.9875585
1721620287,desconocida,37.3852533,-5.9874977
1721620288,desconocida,37.3852931,-5.9872877
1721620289,desconocida,37.3853225,-5.9873117
1721620290,desconocida,37.3853548,-5.9873737
1722059703,Citrus,37.3875419,-5.988465
1722059707,Citrus,37.3875682,-5.9884183
1722059719,Citrus,37.3875744,-5.9884903
1722059727,Citrus,37.387598,-5.9884451
1722128274,needleleaved,37.3878148,-5.989239
1722128282,Citrus,37.3877575,-5.9891997
1722128287,Citrus,37.3878061,-5.9891997
1722128294,needleleaved,37.3878565,-5.9892696
1722128299,needleleaved,37.3878599,-5.9893374
1722713451,Citrus,37.3875733,-5.9887559
1722713458,Citrus,37.3875994,-5.9886422
1722713460,Citrus,37.3876011,-5.9886881
1929217948,Platanus × hispanica,37.3861684,-5.9968164
1929217960,Platanus × hispanica,37.3862115,-5.9969589
1929217966,Platanus × hispanica,37.3862583,-5.9971102
1929217968,Platanus × hispanica,37.3862828,-5.9971934
1929217973,Platanus × hispanica,37.3863009,-5.9972516
1929217986,Platanus × hispanica,37.3863633,-5.9974524
1929218083,Platanus × hispanica,37.3864844,-5.9978567
1929218095,Platanus × hispanica,37.38655,-5.9980821
1929218098,Platanus × hispanica,37.3865828,-5.9982462
1929218099,Platanus × hispanica,37.3865802,-5.9989155
1929218100,Platanus × hispanica,37.3865826,-5.9986774
1958571807,desconocida,37.4002991,-5.9489011
1976416839,Citrus × aurantium,37.3853432,-5.9940212
1976416862,Citrus × aurantium,37.3854032,-5.9940264
1976416890,Citrus × aurantium,37.3855075,-5.9940406
1976416909,Citrus × aurantium,37.3855656,-5.9940471
1976417017,Citrus × aurantium,37.3858372,-5.9940839
1976417068,Citrus × aurantium,37.3858868,-5.9940905
1976417144,Citrus × aurantium,37.3859936,-5.9941034
1976417158,Citrus × aurantium,37.3860494,-5.9941103
1976417174,Citrus × aurantium,37.3861555,-5.9941251
2165262922,desconocida,37.3853109,-5.9983178
2165262923,desconocida,37.3852899,-5.9983969
2165262924,desconocida,37.3852818,-5.9984619
2165262927,desconocida,37.3852364,-5.998542
2165262936,desconocida,37.3852771,-5.9985833
2165262940,desconocida,37.3853264,-5.9985099
2263176504,citrus,37.3831157,-5.9735207
2269907547,desconocida,37.3936657,-5.9881303
2269907548,desconocida,37.3936855,-5.9881622
2269907549,desconocida,37.3936941,-5.9880961
2269907551,desconocida,37.3937235,-5.9880608
2269907552,desconocida,37.3937256,-5.9881651
2269907553,desconocida,37.3937532,-5.988025
2269907555,desconocida,37.3937657,-5.9881204
2269907556,desconocida,37.3937661,-5.9880703
2317563890,Citrus × aurantium,37.3864212,-5.9924553
2317563894,Citrus × aurantium,37.3857194,-5.9864462
2317563897,Citrus × aurantium,37.3858503,-5.9867493
2317563900,Citrus × aurantium,37.3857861,-5.9863467
2317563902,Citrus × aurantium,37.3857596,-5.9865506
2317563904,Citrus × aurantium,37.3857654,-5.9862979
2317563907,Citrus × aurantium,37.3857181,-5.9869977
2317563909,Citrus × aurantium,37.385882,-5.986603
2317563912,Citrus × aurantium,37.3858051,-5.9864004
2317563915,Citrus × aurantium,37.3856806,-5.9863454
2317563922,Citrus × aurantium,37.3857991,-5.9866535
2317563924,desconocida,37.3854182,-5.9866263
2317563927,Citrus × aurantium,37.385458,-5.98709
2317563930,Citrus × aurantium,37.3856531,-5.9869794
2317563932,Citrus × aurantium,37.3866752,-5.9926025
2317563934,Citrus × aurantium,37.3856023,-5.9870067
2317563936,Citrus × aurantium,37.3857014,-5.9863994
2317563939,Citrus × aurantium,37.3858179,-5.986706
2317563941,desconocida,37.3854352,-5.9866826
2317563944,Citrus × aurantium,37.3856614,-5.9862945
2317563946,Citrus × aurantium,37.3857463,-5.9862466
2317563948,Citrus × aurantium,37.3856358,-5.9870977
2317563951,desconocida,37.3853841,-5.9865405
2317563953,Citrus × aurantium,37.385524,-5.9871332
2317563956,Citrus × aurantium,37.3865879,-5.9925913
2317563958,desconocida,37.385399,-5.986578
2317563961,Citrus × aurantium,37.3855855,-5.9871584
2317563964,Citrus × aurantium,37.3855431,-5.9870423
2317563969,Citrus × aurantium,37.3864196,-5.9925702
2317563971,Citrus × aurantium,37.3855638,-5.9870994
2317563975,desconocida,37.3872558,-5.9902348
2317563979,Citrus × aurantium,37.3857792,-5.9866044
2317563983,Citrus × aurantium,37.3856203,-5.9870524
2317563985,Citrus × aurantium,37.3856685,-5.9870283
2317563987,Citrus × aurantium,37.3858026,-5.9868973
2317563988,desconocida,37.3854544,-5.9867443
2317563989,Citrus × aurantium,37.3857028,-5.9869516
2317563990,Citrus × aurantium,37.3858623,-5.9865519
2317563991,Citrus × aurantium,37.3864997,-5.9925822
2317563992,desconocida,37.3871829,-5.990159
2317563994,desconocida,37.3872072,-5.9901255
2317563996,Citrus × aurantium,37.3864648,-5.9924536
2317563998,Citrus × aurantium,37.3865456,-5.9925863
2317564001,desconocida,37.3872346,-5.990257
2317564003,Citrus × aurantium,37.3857392,-5.9864978
2317564006,Citrus × aurantium,37.3857513,-5.986925
2317564008,Citrus × aurantium,37.3858431,-5.9865007
2317564011,Citrus × aurantium,37.3855,-5.9870657
2317564014,Citrus × aurantium,37.3864587,-5.9925763
2317564016,Citrus × aurantium,37.3865851,-5.9924542
2317564024,Citrus × aurantium,37.3865106,-5.9924532
2317564026,Citrus × aurantium,37.3866281,-5.9924513
2317564029,Citrus × aurantium,37.3858245,-5.9864511
2317564031,Citrus × aurantium,37.3859037,-5.9866547
2317564038,Citrus × aurantium,37.3859099,-5.986711
2317627284,Citrus × aurantium,37.3898641,-5.9929987
2317627286,Citrus × aurantium,37.3899059,-5.9930036
2317627287,Citrus × aurantium,37.3899657,-5.9930105
2317627288,Citrus × aurantium,37.3898185,-5.9929934
2317627289,Citrus × aurantium,37.3899992,-5.9930144
2317627290,Citrus × aurantium,37.3901885,-5.9930382
2317627291,Citrus × aurantium,37.3902853,-5.9930527
2317627292,Citrus × aurantium,37.3901532,-5.993033
2317627295,Citrus × aurantium,37.3900335,-5.9930184
2318110837,desconocida,37.3849197,-5.992395
2318110840,desconocida,37.3852308,-5.9920061
2318110843,desconocida,37.3850412,-5.9924916
2318110846,broadleaved,37.385075,-5.9927974
2318110848,desconocida,37.3851776,-5.9919766
2318110849,broadleaved,37.3850325,-5.992763
2318110850,desconocida,37.3850902,-5.9923843
2318110851,desconocida,37.3851009,-5.9920034
2318110852,Magnolia grandiflora,37.3852268,-5.9937579
2318110853,desconocida,37.3850455,-5.9920946
2318110854,broadleaved,37.3850459,-5.9931331
2318110855,desconocida,37.3852373,-5.9921107
2318110857,broadleaved,37.3846808,-5.9925307
2318110858,desconocida,37.3849261,-5.992336
2318110859,broadleaved,37.3849874,-5.99334
2318110860,desconocida,37.3850668,-5.9924433
2318110861,desconocida,37.3849537,-5.9922636
2318110862,broadleaved,37.3847697,-5.9925934
2318110863,desconocida,37.3851967,-5.9921992
2318110865,desconocida,37.38499,-5.9921966
2319892450,broadleaved,37.3882162,-5.9889887
2319892451,Citrus × aurantium,37.3898602,-5.9914879
2319892452,broadleaved,37.388263,-5.9890069
2319892453,broadleaved,37.3884165,-5.9890767
2319892455,Citrus × aurantium,37.3896935,-5.9907709
2319892456,Citrus × aurantium,37.3897686,-5.9932148
2319892457,Citrus × aurantium,37.3899366,-5.9932205
2319892458,Citrus × aurantium,37.3896614,-5.9908739
2319892459,broadleaved,37.3883125,-5.9890338
2319892460,Citrus × aurantium,37.3901449,-5.9932276
2319892461,Citrus × aurantium,37.3896378,-5.9906429
2319892462,Citrus × aurantium,37.3903665,-5.9930948
2319892463,Citrus × aurantium,37.3903624,-5.9931529
2319892464,Citrus × aurantium,37.3896624,-5.9906982
2319892465,Citrus × aurantium,37.3896928,-5.9908478
2319892466,Citrus × aurantium,37.3865467,-5.9876369
2319892467,Citrus × aurantium,37.386586,-5.9881317
2319892468,Citrus × aurantium,37.3865607,-5.9879185
2319892470,broadleaved,37.3884591,-5.9890928
2319892471,Citrus × aurantium,37.3865568,-5.9878555
2319892472,broadleaved,37.3883722,-5.9890638
2319892473,Citrus × aurantium,37.3898067,-5.9932161
2319892474,Citrus × aurantium,37.3896461,-5.9908126
2319892475,Citrus × aurantium,37.3865648,-5.9879812
2319892476,Citrus × aurantium,37.3900621,-5.9932247
2319922186,broadleaved,37.3903907,-5.9905748
2319922191,broadleaved,37.3904076,-5.9906254
2319922192,broadleaved,37.3903742,-5.9905185
2319922196,broadleaved,37.3905064,-5.9909647
2319922198,desconocida,37.3904398,-5.9907388
2319922203,broadleaved,37.3902623,-5.9906271
2319922214,desconocida,37.3903212,-5.9908219
2319922216,broadleaved,37.3902959,-5.9907377
2319922218,needleleaved,37.3893688,-5.9939732
2319922220,broadleaved,37.3903782,-5.99102
2319922222,broadleaved,37.3904198,-5.990668
2319922231,broadleaved,37.3904822,-5.9908766
2320111954,Citrus × aurantium,37.3909516,-5.9908814
2320111955,Citrus × aurantium,37.3909899,-5.9909631
2320111967,Citrus × aurantium,37.3909279,-5.9908378
2321192106,desconocida,37.3897694,-5.9870455
2321192109,desconocida,37.3894789,-5.9870678
2321192112,desconocida,37.3896283,-5.9871402
2321192117,desconocida,37.389555,-5.9869518
2321192120,desconocida,37.3896576,-5.9869171
2321192126,desconocida,37.3897489,-5.9869434
2333523483,desconocida,37.3859693,-5.9094697
2333523486,desconocida,37.3860019,-5.9094514
2333523493,desconocida,37.3860487,-5.9094252
2333523494,desconocida,37.3860682,-5.9097819
2333523496,desconocida,37.3860852,-5.9094047
2333523497,desconocida,37.3861121,-5.9097579
2333523500,desconocida,37.386153,-5.9097355
2333523505,desconocida,37.3861844,-5.9093491
2333523509,desconocida,37.3861928,-5.9097138
2333523512,desconocida,37.3862357,-5.9093203
2333523516,desconocida,37.3862785,-5.9092963
2333523520,desconocida,37.3862937,-5.9096587
2333523524,desconocida,37.3863335,-5.9092654
2333523527,desconocida,37.3863518,-5.9096269
2333523537,desconocida,37.3864001,-5.9096005
2333523540,desconocida,37.3864409,-5.9095782
2333523544,desconocida,37.3864421,-5.9092045
2333523548,desconocida,37.3864874,-5.9091791
2333523552,desconocida,37.3865383,-5.9091505
2333523556,desconocida,37.3865575,-5.9095146
2333523561,desconocida,37.3865808,-5.9091267
2333523572,desconocida,37.3866065,-5.9094878
2333523579,desconocida,37.386643,-5.9094678
2333523588,desconocida,37.3866869,-5.9094439
2333558793,desconocida,37.3824634,-5.9026553
2333558800,desconocida,37.3825238,-5.9029073
2333558806,desconocida,37.3825282,-5.9029977
2333558812,desconocida,37.3825656,-5.9026227
2333558818,desconocida,37.3825892,-5.9029501
2333558825,desconocida,37.3825954,-5.9028648
2333558834,desconocida,37.3826127,-5.9025985
2333558842,desconocida,37.3826471,-5.9028205
2333558849,desconocida,37.3826537,-5.9029603
2333558858,desconocida,37.3827161,-5.9029169
2333558864,desconocida,37.3827234,-5.9027788
2333558880,desconocida,37.3827665,-5.902511
2333558887,desconocida,37.3827853,-5.9028853
2333558893,desconocida,37.3828397,-5.9024738
2333558899,desconocida,37.3828438,-5.9028533
2333558905,desconocida,37.3829195,-5.902435
2333558908,desconocida,37.3829631,-5.9024096
2333558911,desconocida,37.3829867,-5.9027735
2333558914,desconocida,37.3830432,-5.9022279
2333558918,desconocida,37.3830519,-5.9027418
2333558921,desconocida,37.3830639,-5.9023237
2333558925,desconocida,37.383096,-5.9024102
2333558929,desconocida,37.3831232,-5.9027111
2333558935,desconocida,37.3831349,-5.9024845
2333558942,desconocida,37.3831589,-5.9025829
2333558948,desconocida,37.3831996,-5.902669
2404838153,desconocida,37.3955782,-6.0283166
2676870093,Platanus × hispanica,37.3867569,-5.9984862
2676870094,Platanus × hispanica,37.386748,-5.9995878
2676870095,broadleaved,37.3865742,-5.9996265
2676870096,Platanus × hispanica,37.3867561,-5.9986404
2676870097,broadleaved,37.3865742,-5.9995136
2676870098,Platanus × hispanica,37.3867553,-5.9988043
2676870099,broadleaved,37.3865751,-5.9997436
2676870100,Platanus × hispanica,37.3867539,-5.9989682
2688379783,Platanus × hispanica,37.3867493,-5.9995153
2792728647,Citrus × aurantium,37.3847419,-5.990521
2792728652,Citrus × aurantium,37.3847583,-5.9905566
2792728655,Citrus × aurantium,37.3847646,-5.9904774
2792728657,Citrus × aurantium,37.3847866,-5.990432
2792728662,Citrus × aurantium,37.3848149,-5.9905814
2792728666,Citrus × aurantium,37.3848194,-5.9904254
2792728680,Citrus × aurantium,37.3848584,-5.9905988
2792728683,Citrus × aurantium,37.3848611,-5.9904568
2792728698,Citrus × aurantium,37.3848968,-5.990484
2792728701,Citrus × aurantium,37.3849046,-5.9906184
2792728709,Citrus × aurantium,37.3849403,-5.9906039
2792728711,Citrus × aurantium,37.3849426,-5.9905191
2792728718,Citrus × aurantium,37.3849556,-5.9905617
2792728728,Citrus × aurantium,37.3850974,-5.9917634
2792728739,Citrus × aurantium,37.3851338,-5.9910146
2792728740,Citrus × aurantium,37.3851688,-5.9910397
2792728742,Citrus × aurantium,37.3852009,-5.9910616
2792728746,Citrus × aurantium,37.3852349,-5.9910821
2792728754,Citrus × aurantium,37.385268,-5.9911071
2792728757,Citrus × aurantium,37.385288,-5.9910491
2792728761,Citrus × aurantium,37.3852967,-5.9911302
2792728766,Citrus × aurantium,37.3853143,-5.9909994
2792728769,Citrus × aurantium,37.3853317,-5.9911558
2792728775,Citrus × aurantium,37.3853398,-5.9909524
2792728786,Citrus × aurantium,37.3853641,-5.9911789
2792728796,Citrus × aurantium,37.3854109,-5.9909616
2792728805,Citrus × aurantium,37.3854428,-5.9909848
2792728813,Citrus × aurantium,37.3854767,-5.9910097
2792728814,Citrus × aurantium,37.3854851,-5.9911193
2792728820,Citrus × aurantium,37.3855093,-5.9910633
2792728825,Citrus × aurantium,37.3855209,-5.9911389
2792728836,Citrus × aurantium,37.3855467,-5.9910882
2792728845,Citrus × aurantium,37.3855612,-5.991172
2792728851,Citrus × aurantium,37.3856088,-5.9912021
